,id,text,author
1246,id24874,It was this unfathomable longing of the soul to vex itself to offer violence to its own nature to do wrong for the wrong's sake only that urged me to continue and finally to consummate the injury I had inflicted upon the unoffending brute.,Edgar Alan Poe
3333,id19635,"""It was the fruiterer,"" replied my friend, ""who brought you to the conclusion that the mender of soles was not of sufficient height for Xerxes et id genus omne.""",Edgar Alan Poe
19184,id23908,"This time the creaking went along the hall and down the stairs, so I knew that the prowler had realised the bolted condition of my doors and was giving up his attempt for a greater or lesser time, as the future would shew.",HP Lovecraft
7476,id15472,It is far better for your peace that you should be ignorant of my destination.,Mary Wollstonecraft Shelley 
4720,id15105,"Everybody was a listenin', an' we could hear lots o' folks on the wire a gaspin'.",HP Lovecraft
7686,id04054,I shall never see the snows of another winter I do believe that I shall never again feel the vivifying warmth of another summer sun; and it is in this persuasion that I begin to write my tragic history.,Mary Wollstonecraft Shelley 
523,id08723,"In this manner I distributed my occupations when I first arrived, but as I proceeded in my labour, it became every day more horrible and irksome to me.",Mary Wollstonecraft Shelley 
9863,id24740,"On the uttermost of the steps which led down into the dread chamber was a large fragment of the coffin, with which, it seemed, that she had endeavored to arrest attention by striking the iron door.",Edgar Alan Poe
17423,id12806,"If, instead of this remark, my father had taken the pains to explain to me that the principles of Agrippa had been entirely exploded and that a modern system of science had been introduced which possessed much greater powers than the ancient, because the powers of the latter were chimerical, while those of the former were real and practical, under such circumstances I should certainly have thrown Agrippa aside and have contented my imagination, warmed as it was, by returning with greater ardour to my former studies.",Mary Wollstonecraft Shelley 
8446,id21804,"Upon these two words, therefore, I have mainly built my hopes of a full solution of the riddle.",Edgar Alan Poe
4742,id25192,"New feelings had arisen within her, which she was unable to express in writing to one whom she had only known in childhood; but we saw each other again, and our intimacy was renewed as if nothing had intervened to check it.",Mary Wollstonecraft Shelley 
11766,id19668,"I buried him the next midnight in one of our neglected gardens, and mumbled over his body one of the devilish rituals he had loved in life.",HP Lovecraft
4496,id24085,"It seemed to be his design rather to insinuate than directly to assert that, physically, he had not always been what he was that a long series of neuralgic attacks had reduced him from a condition of more than usual personal beauty, to that which I saw.",Edgar Alan Poe
16113,id23366,"And since we see clearly that the endowment of matter with vitality is a principle indeed, as far as our judgments extend, the leading principle in the operations of Deity, it is scarcely logical to imagine it confined to the regions of the minute, where we daily trace it, and not extending to those of the august.",Edgar Alan Poe
16423,id09778,"Te angel ab not te wing, and I am te Angel ov te Odd."" ""And your business with me at present is is"" ""My pizzness"" ejaculated the thing, ""vy vat a low bred buppy you mos pe vor to ask a gentleman und an angel apout his pizziness"" This language was rather more than I could bear, even from an angel; so, plucking up courage, I seized a salt cellar which lay within reach, and hurled it at the head of the intruder.",Edgar Alan Poe
11651,id25494,"But when any whole nation becomes the victim of the destructive powers of exterior agents, then indeed man shrinks into insignificance, he feels his tenure of life insecure, his inheritance on earth cut off.",Mary Wollstonecraft Shelley 
10193,id04624,"The charitable, nevertheless, attributed the alteration in the conduct of the young nobleman to the natural sorrow of a son for the untimely loss of his parents forgetting, however, his atrocious and reckless behavior during the short period immediately succeeding that bereavement.",Edgar Alan Poe
2129,id04007,"All this, to the pious Miss Tilton, formed an excellent reason for shunning the ancient town of decay and desolation; but to me it was merely a fresh incentive.",HP Lovecraft
4248,id23867,"She attended her sickbed; her watchful attentions triumphed over the malignity of the distemper Elizabeth was saved, but the consequences of this imprudence were fatal to her preserver.",Mary Wollstonecraft Shelley 
232,id11720,"I had been, albeit without definite reason, instinctively on my guard and that was to my advantage in the new and real crisis, whatever it might turn out to be.",HP Lovecraft
17786,id11478,"""Pardon me,"" he replied, ""if I have offended.",Mary Wollstonecraft Shelley 
8755,id16845,I knelt at her feet in gratitude and adoration.,Edgar Alan Poe
4491,id26952,"Clouds hid the moon, everything was obscure, and I heard only the sound of the boat as its keel cut through the waves; the murmur lulled me, and in a short time I slept soundly.",Mary Wollstonecraft Shelley 
17198,id22885,"Walls, columns, and architraves of living fire blazed effulgently around the spot where I seemed to float in air; extending upward to an infinitely high vaulted dome of indescribable splendour.",HP Lovecraft
11598,id24577,"But I was in reality very ill, and surely nothing but the unbounded and unremitting attentions of my friend could have restored me to life.",Mary Wollstonecraft Shelley 
16538,id04412,"""How kind and generous you are every one else believes in her guilt, and that made me wretched, for I knew that it was impossible: and to see every one else prejudiced in so deadly a manner rendered me hopeless and despairing.""",Mary Wollstonecraft Shelley 
7912,id14443,"And writing of some kind the bulk of these designs seemed certainly to be; though my memory, despite much familiarity with the papers and collections of my uncle, failed in any way to identify this particular species, or even to hint at its remotest affiliations.",HP Lovecraft
5624,id09663,"I have often thought of offering my services to the pestilence stricken towns of France and Italy; but fear of paining you, and expectation of this catastrophe, withheld me.",Mary Wollstonecraft Shelley 
102,id03072,"I vaow afur Gawd, I dun't know what he wants nor what he's a tryin' to dew.""",HP Lovecraft
8692,id13764,"I hardly know how to continue, since conditions so singular are involved; but I will do my best, not even trying to differentiate betwixt the real and the apparent.",HP Lovecraft
4985,id09430,"At a terrific height directly above us, and upon the very verge of the precipitous descent, hovered a gigantic ship of, perhaps, four thousand tons.",Edgar Alan Poe
652,id16815,"'Oppodeldoc,' whoever he is, is entirely devoid of imagination and imagination, in our humble opinion, is not only the soul of sy, but also its very heart.",Edgar Alan Poe
12743,id04694,"And through the window was the street where the golden lights came, and where the shadows danced on houses of marble.",HP Lovecraft
2198,id09235,"""Father,"" I asked, ""what is the chief end of my existence?""",Edgar Alan Poe
8104,id24882,"Reproach is indeed an idle word: for what should I reproach you? ""Allow me in some degree to explain my feeling; without that, we shall both grope in the dark, mistaking one another; erring from the path which may conduct, one of us at least, to a more eligible mode of life than that led by either during the last few weeks.",Mary Wollstonecraft Shelley 
9870,id16023,After a few more passes.,Edgar Alan Poe
4580,id05887,"Farewell, Raymond; be happy in having chosen the better part in life.",Mary Wollstonecraft Shelley 
17002,id21826,All the ex queen's friends were his friends; no week passed that he did not hold consultations with her at Windsor.,Mary Wollstonecraft Shelley 
17492,id12864,The ward was filled with an effluvia that caused my heart to heave with painful qualms.,Mary Wollstonecraft Shelley 
5570,id27446,"I continued, as was my wont, to smile in his face, and he did not perceive that my smile now was at the thought of his immolation.",Edgar Alan Poe
9987,id00739,"And while I thus spoke, did there not cross your mind some thought of the physical power of words?",Edgar Alan Poe
14811,id11207,"What added, no doubt, to my hatred of the beast, was the discovery, on the morning after I brought it home, that, like Pluto, it also had been deprived of one of its eyes.",Edgar Alan Poe
10362,id14470,"The pause was but for a moment; the flood of association and natural feeling which had been checked, again rushed in full tide upon our hearts, and with tenderest emotion we were swiftly locked in each other's embrace.",Mary Wollstonecraft Shelley 
8146,id14847,"Should he come, it will be necessary to detain him.",Edgar Alan Poe
6841,id24737,"Does not Lord Bacon say that, 'the falling from a discord to a concord, which maketh great sweetness in music, hath an agreement with the affections, which are re integrated to the better after some dislikes?'",Mary Wollstonecraft Shelley 
2061,id04793,"""Come,"" said Raymond, ""I yielded to you yesterday, now comply with my request take the pencil.""",Mary Wollstonecraft Shelley 
1132,id25415,"A discrepancy of this unnatural kind gave rise, too frequently, alas to a life of unhappiness.",Edgar Alan Poe
8574,id23854,"Controlling my muscles, and realising afresh how plainly visible I was, I resumed my brisker and feignedly shambling pace; though keeping my eyes on that hellish and ominous reef as long as the opening of South Street gave me a seaward view.",HP Lovecraft
6163,id17104,"Gilman sat in a daze all the afternoon, and Elwood who had meanwhile seen the papers and formed terrible conjectures from them found him thus when he came home.",HP Lovecraft
5462,id04360,"Then weeping, she clung to me: ""Take me to him,"" she cried, ""unkind Lionel, why do you keep me here?",Mary Wollstonecraft Shelley 
15650,id23122,"Somebody had accosted him in the street, mistaking him for no less a personage than Doctor Dubble L. Dee, the lecturer upon quack physics.",Edgar Alan Poe
9914,id08198,I read and studied the wild fancies of these writers with delight; they appeared to me treasures known to few besides myself.,Mary Wollstonecraft Shelley 
14984,id14883,"He is a mathematician, and no poet.""",Edgar Alan Poe
3116,id09001,Let us leave the city Teloth and fare together among the hills of spring.,HP Lovecraft
3096,id02604,"I not only neglected, but ill used them.",Edgar Alan Poe
9110,id19916,"On the route, quite accidentally, he is met by the purchaser, who exclaims: ""Ah This is my bundle, I see I thought you had been home with it, long ago.",Edgar Alan Poe
1925,id26983,I was required to exchange chimeras of boundless grandeur for realities of little worth.,Mary Wollstonecraft Shelley 
344,id15735,"But on you only had I any claim for pity and redress, and from you I determined to seek that justice which I vainly attempted to gain from any other being that wore the human form.",Mary Wollstonecraft Shelley 
11555,id01280,"Next morning the population of Nopolis were taken all aback by reading in 'The Tea Pot,' the following extraordinary leader: 'Sx hx, Jxhn hxw nxw?",Edgar Alan Poe
17090,id20832,"The orphan and neglected son of Verney, was on the eve of being linked to the mechanism of society by a golden chain, and to enter into all the duties and affections of life.",Mary Wollstonecraft Shelley 
1931,id03418,Had there been any traces of recent disturbance we should not have failed to detect it instantly.,Edgar Alan Poe
18211,id00949,In the quivering of a leaf in the hue of a blade of grass in the shape of a trefoil in the humming of a bee in the gleaming of a dew drop in the breathing of the wind in the faint odors that came from the forest there came a whole universe of suggestion a gay and motley train of rhapsodical and immethodical thought.,Edgar Alan Poe
17425,id15514,My appearance is commanding.,Edgar Alan Poe
14253,id01557,There was no way the law or anything else could reach the society.,HP Lovecraft
10225,id17786,"""The repetition would be useless,"" said Raymond, ""since I well remember them, and have many others, self suggested, which speak with unanswerable persuasion.""",Mary Wollstonecraft Shelley 
7930,id25250,"Put on your spectacles, and tell me what it is.",Edgar Alan Poe
2457,id04133,Maounds o' the dead an' the dyin' . . .,HP Lovecraft
16092,id11438,"In speaking of the air, I referred only to the earth; but the general proposition has reference to impulses upon the ether which, since it pervades, and alone pervades all space, is thus the great medium of creation.",Edgar Alan Poe
6943,id24115,"She did not complain; in her brother's court she would find, not compensation for their disobedience filial unkindness admitted of none, but such a state of things and mode of life, as might best reconcile her to her fate.",Mary Wollstonecraft Shelley 
1125,id02789,Here I pulled out my watch.,Edgar Alan Poe
15250,id10943,"This prolongation of the cusps beyond the semicircle, I thought, must have arisen from the refraction of the sun's rays by the moon's atmosphere.",Edgar Alan Poe
17559,id05182,These repeated insults were not to be endured by an imperious nobility.,Edgar Alan Poe
16350,id20720,"Such is human nature, that beauty and deformity are often closely linked.",Mary Wollstonecraft Shelley 
2164,id25062,"Before I had protested at his unnatural pryings into the unthinkable; now that he had evidently succeeded to some degree I almost shared his spirit, terrible though the cost of victory appeared.",HP Lovecraft
5483,id10642,"Age has more charity for these incomplete yet high souled characters, whose worst real vice is timidity, and who are ultimately punished by general ridicule for their intellectual sins sins like Ptolemaism, Calvinism, anti Darwinism, anti Nietzscheism, and every sort of Sabbatarianism and sumptuary legislation.",HP Lovecraft
16344,id20047,"The rudder is now at the barge office.""",Edgar Alan Poe
11992,id06955,"Nor did her angry dislike prevent Adrian from imaging my father, as he had said, the type of all that was gallant, amiable, and fascinating in man.",Mary Wollstonecraft Shelley 
2712,id05061,"At length Athib told him that their journey was near its end, and that they would soon enter the harbour of Serannian, the pink marble city of the clouds, which is built on that ethereal coast where the west wind flows into the sky; but as the highest of the city's carven towers came into sight there was a sound somewhere in space, and Kuranes awaked in his London garret.",HP Lovecraft
5688,id04905,"The two upper black spots look like eyes, eh? and the longer one at the bottom like a mouth and then the shape of the whole is oval.""",Edgar Alan Poe
7655,id05500,"The Athenians saw in him, not as heretofore, the heroic boy or desperate man, who was ready to die for them; but the prudent commander, who for their sakes was careful of his life, and could make his own warrior propensities second to the scheme of conduct policy might point out.",Mary Wollstonecraft Shelley 
335,id19419,"Our conversation was now long, earnest, uninterrupted, and totally unreserved.",Edgar Alan Poe
7659,id24225,"After many aeons men came to the land of Mnar; dark shepherd folk with their fleecy flocks, who built Thraa, Ilarnek, and Kadatheron on the winding river Ai.",HP Lovecraft
17438,id08747,"Then I should have lived upon this dreary heath unvisited, and blasting none by my unhallowed gaze.",Mary Wollstonecraft Shelley 
7179,id14418,"They were grave and quiet, and seemed shaken by memories and reflections even more terrible than those which had reduced the group of natives to a state of cowed quivering.",HP Lovecraft
520,id21664,"West, young despite his marvellous scientific acquirements, had scant patience with good Dr. Halsey and his erudite colleagues; and nursed an increasing resentment, coupled with a desire to prove his theories to these obtuse worthies in some striking and dramatic fashion.",HP Lovecraft
13817,id00892,"There was nothing within hearing, and nothing in sight save a vast reach of black slime; yet the very completeness of the stillness and the homogeneity of the landscape oppressed me with a nauseating fear.",HP Lovecraft
18588,id05100,"The chances are ten to one, that he who had once eloped with Marie, would again propose an elopement, rather than that she to whom proposals of elopement had been made by one individual, should have them made to her by another.",Edgar Alan Poe
3828,id07848,"""Hem oh well quite la même cho o ose, as we say in France.",Edgar Alan Poe
19154,id00512,"""The old man had, in the meantime, been pensive, but on the appearance of his companions he assumed a more cheerful air, and they sat down to eat.",Mary Wollstonecraft Shelley 
17500,id17594,I found it impossible to comprehend him either in his moral or his physical relations.,Edgar Alan Poe
1888,id12021,"The slightest exhibition of art is an evidence of care and human interest.""",Edgar Alan Poe
19376,id20835,"The arms stirred disquietingly, the legs drew up, and various muscles contracted in a repulsive kind of writhing.",HP Lovecraft
16057,id07202,"When I told him who I was, he displayed some interest; for my uncle had excited his curiosity in probing his strange dreams, yet had never explained the reason for the study.",HP Lovecraft
5367,id06191,"Advancing to one of these I looked in and saw an oddly dressed company, indeed; making merry, and speaking brightly to one another.",HP Lovecraft
12347,id05307,"We lengthened our tour into Scotland, that we might see Loch Katrine and Loch Lomond; thence we crossed to Ireland, and passed several weeks in the neighbourhood of Killarney.",Mary Wollstonecraft Shelley 
8668,id26317,"My knowledge of the worldly principles of Lord Raymond, would have ever prevented me from applying to him, however deep my distress might have been.",Mary Wollstonecraft Shelley 
11415,id02841,"Both then withdrew; though, as she went, the Countess said, ""Softly; all sleep; though all have not been prepared for sleep, like her.",Mary Wollstonecraft Shelley 
11217,id21678,"He worked largely by feeling now, since newly gathered clouds hid the moon; and though progress was still slow, he felt heartened at the extent of his encroachments on the top and bottom of the aperture.",HP Lovecraft
9528,id01481,For many miles on either side of the river's oozy bed is a pale desert of gigantic water lilies.,Edgar Alan Poe
16415,id23595,"Upon the capture of Pavia by Charlemagne in , the skull was seized from the tottering Desiderius and carried in the train of the Frankish conqueror.",HP Lovecraft
14626,id17809,The inference here is the same as in our last observation.,Edgar Alan Poe
1097,id20429,"Thus time and the want of a reminder dulled the memory of the curse in the minds of the late Comte's family, so that when Godfrey, innocent cause of the whole tragedy and now bearing the title, was killed by an arrow whilst hunting, at the age of thirty two, there were no thoughts save those of grief at his demise.",HP Lovecraft
19056,id21752,During her illness many arguments had been urged to persuade my mother to refrain from attending upon her.,Mary Wollstonecraft Shelley 
4222,id24124,Idris sat at the top of the half empty hall.,Mary Wollstonecraft Shelley 
13222,id04228,"I proceeded at once, with the nervous energy of despair, to attempt its execution.",Edgar Alan Poe
11348,id17265,"He makes, in silence, a host of observations and inferences.",Edgar Alan Poe
16626,id23187,"Almost dazed by this sudden obstacle, and violently dreading the fall of night in this decaying and half unlighted town, I left the bus and reëntered the hotel lobby; where the sullen, queer looking night clerk told me I could have Room on next the top floor large, but without running water for a dollar.",HP Lovecraft
19116,id01040,"Adrian took pity on my faltering mien: ""Come with me,"" he said, ""I have much to say to you; come home with me you know who I am?"" ""Yes,"" I exclaimed, ""I do believe that I now know you, and that you will pardon my mistakes my crime.""",Mary Wollstonecraft Shelley 
18012,id05561,Thank heaven these creatures employed no dogs for tracking though perhaps that would have been impossible amidst the omnipresent regional odour.,HP Lovecraft
11197,id12496,"Here Mr. Mill means, for example, that a tree must be either a tree or not a tree that it cannot be at the same time a tree and not a tree.",Edgar Alan Poe
8852,id07317,"For who, let me ask, ever heard of a balloon manufactured entirely of dirty newspapers?",Edgar Alan Poe
7155,id15044,"I mean the way he has 'de nier ce qui est, et d'expliquer ce qui n'est pas.'""",Edgar Alan Poe
18218,id19185,"Love, and her child, Hope, which can bestow wealth on poverty, strength on the weak, and happiness on the sorrowing.",Mary Wollstonecraft Shelley 
9921,id24036,"Was it not enough that we must die, but toil must be added?",Mary Wollstonecraft Shelley 
8217,id04578,"One of very remarkable character, and of which the circumstances may be fresh in the memory of some of my readers, occurred, not very long ago, in the neighboring city of Baltimore, where it occasioned a painful, intense, and widely extended excitement.",Edgar Alan Poe
15210,id13369,"The lurking fear dwelt in the shunned and deserted Martense mansion, which crowned the high but gradual eminence whose liability to frequent thunderstorms gave it the name of Tempest Mountain.",HP Lovecraft
18771,id14189,"Everywhere I see bliss, from which I alone am irrevocably excluded.",Mary Wollstonecraft Shelley 
12151,id09711,How could any backwoods dullard have gained so much as an idea of those glittering realms of supernal radiance and space about which Slater ranted in his furious delirium?,HP Lovecraft
12890,id09140,I thus formed the third of the party.,Edgar Alan Poe
8764,id16503,He dislikes children.,Edgar Alan Poe
13723,id03237,"An' all the whiles he never see a thing, only them trees an' bushes a bendin'.",HP Lovecraft
2122,id26455,"His feet were indistinguishable because of the table and bench, but he must have been shod, since there was a clicking whenever he changed position.",HP Lovecraft
7843,id26481,"Then rushed upon me a thousand memories of Ligeia and then came back upon my heart, with the turbulent violence of a flood, the whole of that unutterable wo with which I had regarded her thus enshrouded.",Edgar Alan Poe
18628,id04836,"We reached London, methought, all too soon; and yet I could not regret our speedy arrival, when I witnessed the extasy with which my beloved girl found herself in her brother's arms, safe from every evil, under his unblamed protection.",Mary Wollstonecraft Shelley 
6975,id06972,"Gibbon, the Historian, Dr. Burney, the Musician, Mr. Malone, the Critick, and Mr. Boswell.",HP Lovecraft
8155,id08847,There was Fricassée from the Rocher de Cancale.,Edgar Alan Poe
322,id15133,"Disappointment and sickness have hitherto held dominion over me; twin born with me, my would, was for ever enchained by the shall not, of these my tyrants.",Mary Wollstonecraft Shelley 
2136,id01969,"""While I listened in an extremity of astonishment which I need not attempt to describe, a strong and brief gust of wind bore off the incumbent fog as if by the wand of an enchanter.",Edgar Alan Poe
13906,id12662,"""Jupiter,"" cried he, without heeding me in the least, ""do you hear me?"" ""Yes, Massa Will, hear you ebber so plain.""",Edgar Alan Poe
3380,id14519,"I had somehow taken it for granted that the house was abandoned, yet as I approached it I was not so sure; for though the walks were indeed overgrown with weeds, they seemed to retain their nature a little too well to argue complete desertion.",HP Lovecraft
19201,id06527,"For the people of Ulthar were simple, and knew not whence it is all cats first came.",HP Lovecraft
15677,id00302,"""We set out with a fresh wind on our starboard quarter, and for some time spanked along at a great rate, never dreaming of danger, for indeed we saw not the slightest reason to apprehend it.",Edgar Alan Poe
3170,id09127,"Red tongues of flame and searing gusts of heat engulfed the house; and the roysterers, struck with terror at the descent of a calamity which seemed to transcend the bounds of unguided Nature, fled shrieking into the night.",HP Lovecraft
16026,id06358,We know that it will be ruinous to make delay.,Edgar Alan Poe
9763,id24250,"What I did was to faint silently away, just as I had done in that brier choked railway cut a year before.",HP Lovecraft
1819,id04025,"I screamed to Pompey for aid; but he said that I had hurt his feelings by calling him 'an ignorant old squint eye:' I yelled to Diana; but she only said 'bow wow wow,' and that I had told her 'on no account to stir from the corner.'",Edgar Alan Poe
18684,id20318,All this had undoubtedly formed the basis of the legend known by old Maria Robbins.,HP Lovecraft
11468,id13375,"In the evening they drowsily discussed the mathematical studies which had so completely and perhaps harmfully engrossed Gilman, and speculated about the linkage with ancient magic and folklore which seemed so darkly probable.",HP Lovecraft
10157,id02827,"My first vivid impression of my own presence in this terrible necropolis concerns the act of pausing with Warren before a certain half obliterated sepulchre, and of throwing down some burdens which we seemed to have been carrying.",HP Lovecraft
14804,id00470,"'There were originally but three Muses Melete, Mneme, Aoede meditation, memory, and singing.'",Edgar Alan Poe
11550,id20401,"He snatched his hand from me, and rose in violent disorder: ""What do you mean?",Mary Wollstonecraft Shelley 
15387,id24350,"It moved slowly, but it enlightened my path, and I again went out in search of berries.",Mary Wollstonecraft Shelley 
2797,id12005,This ice is not made of such stuff as your hearts may be; it is mutable and cannot withstand you if you say that it shall not.,Mary Wollstonecraft Shelley 
15552,id02146,"""Here, then, I retreated and lay down happy to have found a shelter, however miserable, from the inclemency of the season, and still more from the barbarity of man.",Mary Wollstonecraft Shelley 
6551,id07119,"So Sarnath waxed mighty and learned and beautiful, and sent forth conquering armies to subdue the neighbouring cities; and in time there sate upon a throne in Sarnath the kings of all the land of Mnar and of many lands adjacent.",HP Lovecraft
12389,id19982,"I said to myself, ""Surely here I have found the perfection of natural, in contradistinction from artificial grace.""",Edgar Alan Poe
19558,id14778,"He was attired, as I had expected, in a costume altogether similar to my own; wearing a Spanish cloak of blue velvet, begirt about the waist with a crimson belt sustaining a rapier.",Edgar Alan Poe
7134,id07134,"I did not move, for I could not; but watched dazedly as the door fell in pieces to admit a colossal, shapeless influx of inky substance starred with shining, malevolent eyes.",HP Lovecraft
4767,id11210,"It was not so with me; and the question of rank and right dwindled to insignificance in my eyes, when I pictured the scene of suffering Athens.",Mary Wollstonecraft Shelley 
12103,id02503,"That evening I regretted that I had not taken the ivory image surreptitiously from poor Klenze's pocket as he left, for the memory of it fascinated me.",HP Lovecraft
14037,id05471,"She had a crotchet, but it was instinct with common sense, and gave pleasure to all who had the honor of her acquaintance.",Edgar Alan Poe
17211,id02246,"His principal topics were those of the day, and nothing that fell from him led me to suspect his scientific attainments.",Edgar Alan Poe
15177,id18967,"I seemed desperately anxious to accompany my friend into those sepulchral depths, yet he proved inflexibly obdurate.",HP Lovecraft
15541,id27174,"A tear seemed to dim her eye when she saw us, but she quickly recovered herself, and a look of sorrowful affection seemed to attest her utter guiltlessness.",Mary Wollstonecraft Shelley 
6155,id24224,"To lighten the depression of his spirits, the Baron hurried into the open air.",Edgar Alan Poe
2706,id05745,It was in Rome the Queen of the World that I suffered a misfortune that reduced me to misery despair The bright sun deep azure sky were oppressive but nought was so hateful as the voice of Man I loved to walk by the shores of the Tiber which were solitary if the sirocco blew to see the swift clouds pass over St. Peters and the many domes of Rome or if the sun shone I turned my eyes from the sky whose light was too dazzling gay to be reflected in my tearful eyes I turned them to the river whose swift course was as the speedy departure of happiness and whose turbid colour was gloomy as grief Whether I slept I know not or whether it was in one of those many hours which I spent seated on the ground my mind a chaos of despair my eyes for ever wet by tears but I was here visited by a lovely spirit whom I have ever worshiped who tried to repay my adoration by diverting my mind from the hideous memories that racked it.,Mary Wollstonecraft Shelley 
8546,id04679,"In saying that West's fear of his specimens was nebulous, I have in mind particularly its complex nature.",HP Lovecraft
13002,id03687,O wherefore are love and ruin for ever joined in this our mortal dream?,Mary Wollstonecraft Shelley 
17716,id24630,"What are your plans, my Lord Protector, for the benefit of our country?""",Mary Wollstonecraft Shelley 
17945,id00419,"You behold around you, it is true, a medley of architectural embellishments.",Edgar Alan Poe
4586,id05786,"""On the other hand, I was aware that arguments have not been wanting to prove the existence of a real and definite limit to the atmosphere, beyond which there is absolutely no air whatsoever.",Edgar Alan Poe
386,id16180,"His appearance, different from any I had ever before seen, and his flight somewhat surprised me.",Mary Wollstonecraft Shelley 
1231,id12152,"One March night, however, we unexpectedly obtained a specimen which did not come from the potter's field.",HP Lovecraft
4932,id24776,"I proposed the enterprize of poaching on his demesne to my few remaining comrades, who were the most determined and lawless of the crew; but they all shrunk from the peril; so I was left to achieve my revenge myself.",Mary Wollstonecraft Shelley 
11304,id00550,"And yet I fear it; even as I fear all things; for in any state of being linked by the chain of memory with this, happiness would not return even in Paradise, I must feel that your love was less enduring than the mortal beatings of my fragile heart, every pulse of which knells audibly, The funeral note Of love, deep buried, without resurrection.",Mary Wollstonecraft Shelley 
6957,id03884,"But thy days shall be days of sorrow that sorrow which is the most lasting of impressions, as the cypress is the most enduring of trees.",Edgar Alan Poe
6436,id19757,"Startled at the sound, I sprang upon my feet: while the gondolier, letting slip his single oar, lost it in the pitchy darkness beyond a chance of recovery, and we were consequently left to the guidance of the current which here sets from the greater into the smaller channel.",Edgar Alan Poe
13048,id01088,"Having parted from my friend, I determined to visit some remote spot of Scotland and finish my work in solitude.",Mary Wollstonecraft Shelley 
7205,id20386,"I could not help, however, repeatedly observing, through the mingled tone of levity and solemnity with which he rapidly descanted upon matters of little importance, a certain air of trepidation a degree of nervous unction in action and in speech an unquiet excitability of manner which appeared to me at all times unaccountable, and upon some occasions even filled me with alarm.",Edgar Alan Poe
16671,id20457,"That, Pickman said, was the kind of thing he had been talking about an aperture of the network of tunnels that used to undermine the hill.",HP Lovecraft
1224,id15780,"Amidst such stupendous ruin only chaos dwelt, and the representatives of two cities left disappointed; Syracusans that they had no statue to bear home, Tegeans that they had no artist to crown.",HP Lovecraft
3553,id27494,"I must own I felt a little proud when my captain offered me the second dignity in the vessel and entreated me to remain with the greatest earnestness, so valuable did he consider my services.",Mary Wollstonecraft Shelley 
10645,id03531,"With riches merely surpassing those of any citizen, it would have been easy to suppose him engaging to supreme excess in the fashionable extravagances of his time; or busying himself with political intrigues; or aiming at ministerial power, or purchasing increase of nobility, or devising gorgeous architectural piles; or collecting large specimens of Virtu; or playing the munificent patron of Letters and Art; or endowing and bestowing his name upon extensive institutions of charity.",Edgar Alan Poe
4947,id17235,So I was entirely thrown upon my own resourses.,Mary Wollstonecraft Shelley 
6123,id12992,"There was nothing said or heard about the matter in the Rue Pavée St. Andrée, that reached even the occupants of the same building.",Edgar Alan Poe
6933,id22581,"The accelerated rate of ascent thus obtained, carried me too rapidly, and without sufficient gradation, into a highly rarefied stratum of the atmosphere, and the result had nearly proved fatal to my expedition and to myself.",Edgar Alan Poe
7683,id04086,I shuddered as the man grew colloquial and with familiar speech of another day.,HP Lovecraft
5804,id02708,"And it is written in the papyrus of Ilarnek, that they one day discovered fire, and thereafter kindled flames on many ceremonial occasions.",HP Lovecraft
18844,id02422,"This, to say the truth, must have cost him no little money, and was made to fit him exceedingly well being fashioned from one of the curiously embroidered silken covers appertaining to those glorious escutcheons which, in England and elsewhere, are customarily hung up, in some conspicuous place, upon the dwellings of departed aristocracy.",Edgar Alan Poe
17455,id01398,"The ship was no longer visible, having drifted away, apparently to the eastward.",Edgar Alan Poe
4422,id07946,"He was trying to make a noise; to ward something off or drown something out what, I could not imagine, awesome though I felt it must be.",HP Lovecraft
8194,id20393,"He watched and listened with his mind more than with his eyes and ears, and strove every moment to drown something in his ceaseless poring over gay, insipid novels.",HP Lovecraft
17614,id01432,"I gave to each heroine of whom I read, her beauty and matchless excellences such was Antigone, when she guided the blind Oedipus to the grove of the Eumenides, and discharged the funeral rites of Polynices; such was Miranda in the unvisited cave of Prospero; such Haidee, on the sands of the Ionian island.",Mary Wollstonecraft Shelley 
15843,id17244,"Being more than a little piqued at the Incivility of one whose Celebrity made me solicitous of his Approbation, I ventur'd to retaliate in kind, and told him, I was surpris'd that a Man of Sense shou'd judge the Thoughtfulness of one whose Productions he admitted never having read.",HP Lovecraft
12947,id22036,"This done, you have only to stroll along, with the mill on your back, until you see tanbark in the street, and a knocker wrapped up in buckskin.",Edgar Alan Poe
10053,id19119,"Before I could recover my scattered wits he had relaxed his clutch on my shoulder and dashed wildly inland toward the street, reeling northward around the ruined warehouse wall.",HP Lovecraft
4620,id20979,"""Ah"" he replied, ""very good I see how it is say no more Touching this matter of compensation, what you observe is very just: in fact it is excessively so.",Edgar Alan Poe
1635,id22669,"Among a race of independent, and generous, and well educated men, in a country where the imagination is empress of men's minds, there needs be no fear that we should want a perpetual succession of the high born and lordly.",Mary Wollstonecraft Shelley 
18225,id14389,"One of the phantasmagoric conceptions of my friend, partaking not so rigidly of the spirit of abstraction, may be shadowed forth, although feebly, in words.",Edgar Alan Poe
2048,id17309,"I climbed gentle hills from whose summits I could see entrancing panoramas of loveliness, with steepled towns nestling in verdant valleys, and with the golden domes of gigantic cities glittering on the infinitely distant horizon.",HP Lovecraft
18517,id22049,"The man paused, and another of the crowd spoke.",HP Lovecraft
